qid,question,answer,context
411,Giới thiệu về phòng thí nghiệm Vật liệu Xây dựng,Phần giới thiệu trong file thông tin ngành kĩ thuật và quản lý nước đô thị,"Giới thiệu
Chương trình đào tạo Kỹ sư Chất lượng cao tại Việt Nam (PFIEV) Ngành Kỹ thuật và Quản lý Nước đô thị ra đời từ năm 2019, liên kết với Trường Đại học Bách Khoa Quốc Gia Grenoble, Pháp (Institut National Polytechnique de Grenoble).
Chương trình đào tạo ngành Kỹ thuật và Quản lý Nước đô thị được tích hợp kiến thức về kết cấu công trình xây dựng, hạ tầng môi trường nước đô thị, xử lý nước thải và nước cấp, hệ thống cấp thoát nước cho đô thị và nhà cao tầng, có khả năng đưa ra các giải pháp để xử lý các vấn đề hiện tại về cơ sở hạ tầng đô thị và môi trường nước đô thị cũng như giải pháp tổng thể ban đầu về quy hoạch để có được những đô thị sạch ngay từ trong thiết kế.
Nhu cầu đào tạo và nghiên cứu về ngành Kỹ thuật và Quản lý Nước đô thị nhằm kiểm soát và giảm thiểu ô nhiễm môi trường, ngập lụt đô thị ngày càng tăng nhanh cùng với sự phát triển kinh tế, đô thị hóa và công nghiệp hóa. Chương trình đào tạo Kỹ thuật và Quản lý Nước đô thị hoàn toàn phù hợp với nhu cầu về phát triển kinh tế xã hội ở Việt Nam trong tình hình hiện nay cũng như trong tương lai. Diện đầu tư phát triển cho lĩnh vực Kỹ thuật và Quản lý Nước đô thị không chỉ tập trung vào các đô thị lớn mà ngày càng được quan tâm nhiều hơn ở các đô thị vừa và nhỏ, tập trung vào các đô thị vùng duyên hải miền Trung, Tây nguyên, đồng bằng sông Cửu Long... Lĩnh vực được chú ý ưu tiên là xây dựng các công trình nhằm mục đích cấp nước sạch, thoát nước, kiểm soát ngập lụt đô thị và vệ sinh môi trường."
412,"Các kỹ sư ngành Công nghệ Kỹ thuật Vật liệu Xây dựng được đào tạo tại
trường Đại học Bách Khoa- ĐHQG TP.HCM có triển vọng nghề nghiệp thế nào?","* Cán bộ tư vấn thiết kế, tư vấn giám sát, giám sát công trình, quản lý dự án tại các công ty xây dựng nói chung, hoặc các công ty chuyên ngành Xây dựng Cảng \- Công trình Biển, công trình dầu khí, công trình giao thông (Công ty Cổ phần Tư vấn Thiết kế Cảng \- Kỹ thuật biển (Portcoast), Công ty Khang Đức, Công ty Cổ phần Tư vấn Xây dựng Công trình Hàng hải (CMB), Công ty Royal HaskoningDHV (Hà Lan) chi nhánh tại Việt Nam)  
* Cán bộ kỹ thuật, cán bộ quản lý tại các sở, ban ngành xây dựng, giao thông thuỷ lợi, nông nghiệp, ban quản lý các cảng, ban quản lý các dự án đường thuỷ, ban quản lý các chương trình tôn tạo, bảo vệ bờ biển, hải đảo, các chương trình ứng phó biến đổi khí hậu, nước biển dâng,  
* Cán bộ nghiên cứu ở các viện nghiên cứu (Viện Khoa học Thuỷ lợi miền Nam)  
* Cán bộ giảng dạy tại các trường Đại học có liên quan đến ngành Kỹ thuật Xây dựng Công trình Biển.","Cơ hội việc làm
Nhu cầu nhân lực trong ngành Kỹ thuật Xây dựng Công trình Biển của các công ty trong và ngoài nước là rất lớn. Ngay khi còn đi học, nhiều sinh viên đã xin được thực tập tại các công ty trong nước cũng như công ty có vốn đầu tư nước ngoài và sau khi nhận bằng Tốt nghiệp đã chuyển sang làm việc chính thức tại các công ty đó.

Các vị trí công việc sinh viên ra trường có thể đảm nhận bao gồm:
Căn bộ tư vấn thiết kế, tư vấn giám sát, giám sát công trình, quản lý dự án tại các công ty xây dựng nói chung, hoặc các công ty chuyên ngành Xây dựng Cảng - Công trình Biển, công trình dầu khí, công trình giao thông (Công ty Cổ phần Tư vấn Thiết kế Cảng - Kỹ thuật biển (Portcoast), Công ty Khang Đức, Công ty Cổ phần Tư vấn Xây dựng Công trình Hàng hải (CMB), Công ty Royal HaskoningDHV (Hà Lan) chi nhánh tại Việt Nam)
Cán bộ kỹ thuật, cán bộ quản lý tại các sở, ban ngành xây dựng, giao thông thuỷ lợi, nông nghiệp, ban quản lý các cảng, ban quản lý các dự án đường thuỷ, ban quản lý các chương trình tôn tạo, bảo vệ bờ biển, hải đảo, các chương trình ứng phó biến đổi khí hậu, nước biển dâng,
Cán bộ nghiên cứu ở các viện nghiên cứu (Viện Khoa học Thuỷ lợi miền Nam)
Cán bộ giảng dạy tại các trường Đại học có liên quan đến ngành Kỹ thuật Xây dựng Công trình Biển."
413,"Tôi vẽ không đẹp nhưng muốn học ngành Kiến trúc. Cho hỏi có thi tuyển môn năng khiếu 
vẽ không?","Thí sinh trúng tuyển vào Trường Đại học Bách khoa \- ĐHQG-HCM (không phân biệt ngành trúng tuyển và phương thức xét tuyển). Sau đó, thí sinh đăng ký thông tin và nguyện vọng tại mục ""Đăng ký học CT Việt \- Pháp ở cổng thông tin của trường Đại học Bách khoa ĐHQG-HCM mybk.hcmut.edu.vn/tuyensinh/login","Giới thiệu
Mục tiêu nhằm đào tạo ra đội ngũ Cử nhân Kiến trúc Dân dụng -Công nghiệp và Cử nhân Kiến trúc Cảnh quan, có đủ nền tảng kiến thức cơ bản để thiết kế kiến trúc trong môi trường đô thị (xây dựng và tự nhiên), và không gian Kiến trúc Cảnh quan trong môi trường đô thị (xây dựng và tự nhiên), đáp ứng phát triển toàn diện: kinh tế khả thị, xã hội và môi trường bền vững, gồm:
1. Kiến thức: (i) Nhận biết mối liên hệ chặt chẽ của ngành với các ngành khác, và với kinh tế, chính trị, thông qua các môn thuộc Khối kiến thức chung, (ii) Hiểu và áp dụng được các môn thuộc Khối Kiến thức: Khoa học cơ bản, Khoa học xã hội và nhân văn, Kiến thức cơ sở ngành và chuyên ngành từ Lịch sử ngành, Hội họa, Kỹ thuật xây dựng, cho đến các Nguyên lý sáng tác. Nhằm hoàn thiện tư duy thẩm mỹ, kỹ thuật xây dựng lẫn môi trường cần thiết cho hoạt động nghề nghiệp cũng như học ở bậc cao hơn:
2. Năng lực: phát triển tư duy lý luận khoa học và khả năng sáng tạo trong các đồ án và thực hành thiết kế không gian kiến trúc và cảnh quan đô thị trải dài suốt chương trình đào tạo, để trở thành Kiến trúc sư cảnh quan đủ năng lực hoạt động nghề nghiệp:
3. Kỹ năng, thái độ: thực hành và trau dồi các số kĩ năng cá nhân, giao tiếp, làm việc nhóm, đạo đức nghề nghiệp.... để có thể làm việc trong môi trường liên ngành, đa văn hóa.

Mã ngành
Chương trình Tiêu chuẩn: 117
Chương trình Dạy và học bằng tiếng Anh Chuyên ngành Kiến trúc cảnh quan: 217

Các điểm đặc biệt của ngành
Ngành không thi tuyển môn năng khiếu vẽ. Sinh viên được chọn theo tổ hợp xét tuyển sẽ được dạy những kiến thức cơ bản về hội hoạ như các nguyên tắc về tượng, kí hoạ kiến trúc,... trong 3 học kỳ đầu của chương trình.
Ngành có 02 chuyên ngành đào tạo là (1) Kiến trúc Dân dụng và Công nghiệp, và (2) Kiến trúc Cảnh quan (Chương trình dạy và học bằng tiếng Anh). Bên cạnh cung cấp các khối kiến thức chung, cơ sở ngành và chuyên ngành, cả 02 chương trình đều tập trung đào tạo mang tính ứng dụng. Thể hiện trong các môn đồ án, các môn học có vị trí và chức năng cụ thể. Ngoài ra, sinh viên được tham gia vào các Workshop hợp tác trong nước và quốc tế về các đề tài về đô thị, di sản và công trình."
414,Cho tôi tiểu sử về Ngành Kỹ thuật và Quản lý Nước đô thị (PFIEV),"TS. Võ Thị Tuyết Giang
090 270 4323 (Zalo)","Giới thiệu
Chương trình đào tạo Kỹ sư Chất lượng cao tại Việt Nam (PFIEV) Ngành Kỹ thuật và Quản lý Nước đô thị ra đời từ năm 2019, liên kết với Trường Đại học Bách Khoa Quốc Gia Grenoble, Pháp (Institut National Polytechnique de Grenoble).
Chương trình đào tạo ngành Kỹ thuật và Quản lý Nước đô thị được tích hợp kiến thức về kết cấu công trình xây dựng, hạ tầng môi trường nước đô thị, xử lý nước thải và nước cấp, hệ thống cấp thoát nước cho đô thị và nhà cao tầng, có khả năng đưa ra các giải pháp để xử lý các vấn đề hiện tại về cơ sở hạ tầng đô thị và môi trường nước đô thị cũng như giải pháp tổng thể ban đầu về quy hoạch để có được những đô thị sạch ngay từ trong thiết kế.
Nhu cầu đào tạo và nghiên cứu về ngành Kỹ thuật và Quản lý Nước đô thị nhằm kiểm soát và giảm thiểu ô nhiễm môi trường, ngập lụt đô thị ngày càng tăng nhanh cùng với sự phát triển kinh tế, đô thị hóa và công nghiệp hóa. Chương trình đào tạo Kỹ thuật và Quản lý Nước đô thị hoàn toàn phù hợp với nhu cầu về phát triển kinh tế xã hội ở Việt Nam trong tình hình hiện nay cũng như trong tương lai. Diện đầu tư phát triển cho lĩnh vực Kỹ thuật và Quản lý Nước đô thị không chỉ tập trung vào các đô thị lớn mà ngày càng được quan tâm nhiều hơn ở các đô thị vừa và nhỏ, tập trung vào các đô thị vùng duyên hải miền Trung, Tây nguyên, đồng bằng sông Cửu Long... Lĩnh vực được chú ý ưu tiên là xây dựng các công trình nhằm mục đích cấp nước sạch, thoát nước, kiểm soát ngập lụt đô thị và vệ sinh môi trường.

Các điểm đặc biệt của ngành
Ngành học sẽ cung cấp những kiến thức về kết cấu công trình cơ sở hạ tầng môi trường nước đô thị, về xử lý nước, và đặc biệt là về thiết kế, xây dựng và quản lý các công trình cơ sở hạ tầng, các công trình bảo vệ tài nguyên nước, đánh giá và bảo vệ trước rủi ro lũ lụt, rủi ro ô nhiễm nguồn nước."
415,"Nếu tôi học ngành Kỹ thuật Xây dựng Công trình Biển thì sau khi ra trường có thể làm các 
công việc gì?","Bên cạnh các môn học chung và môn học của cơ sở ngành xây dựng, chương trình học của ngành bao gồm môn: Quy hoạch Hạ tầng Đô thị Cấp thoát nước và các môn học chuyên ngành như Kỹ thuật Hạ tầng Đô thị, Thủy văn Đô thị, Thi công Công trình Hạ tầng Kỹ thuật, Công trình Cấp thoát nước và Trạm bơm, Hạ tầng ngầm.","Ngành Kỹ thuật Cơ sở Hạ tầng thuộc nhóm ngành xây dựng với chương trình đào tạo cử nhân, kỹ sư có năng lực chuyên môn cơ bản về xây dựng và chuyên sâu về ngành Kỹ thuật Cơ sở Hạ tầng: có phẩm chất chính trị, đạo đức và sức khỏe tốt; đáp ứng nhu cầu lao động có trình độ kỹ thuật cao của đất nước.

Sau khi tốt nghiệp, người học sẽ:
Có kiến thức cơ bản về toán học, khoa học tự nhiên: đáp ứng cho việc tiếp thu các kiến thức giáo dục chuyên nghiệp và khả năng học tập ở trình độ cao hơn:
Có các kiến thức kỹ thuật cơ sở ngành và chuyên ngành năng lực phát hiện, giải quyết các vấn đề liên quan đến: quản lý dự án, lập dự án đầu tư, tư vấn thiết kế, vận hành và khai thác các hệ thống kỹ thuật hạ tầng cơ sở (hệ thống giao thông, cấp thoát nước, chiếu sáng, hạ tầng ngầm, xử lý nước cấp và nước thải) của các khu đô thị hiện đại... nhằm hướng tới sự phát triển bền vững trong công nghiệp xây dựng và kiến trúc, thiết kế và thi công trong các công trình xây dựng; có tính sáng tạo trong hoạt động nghề nghiệp, có khả năng tự học và tự nghiên cứu:
Có kỹ năng cá nhân, nghề nghiệp, giao tiếp, làm việc nhóm đủ để làm việc trong môi trường làm việc liên ngành, đa văn hóa;
Có hiểu biết về kinh tế, chính trị, có các kiến thức cơ bản trong lĩnh vực khoa học xã hội và nhân văn phù hợp với chuyên ngành được đào tạo để đóng góp hữu hiệu vào sự phát triển bền vững của xã hội, cộng đồng.

Các điểm đặc biệt của ngành
Bên cạnh các môn học chung và môn học của cơ sở ngành xây dựng, chương trình học của ngành bao gồm môn: Quy hoạch Hạ tầng Đô thị Cấp thoát nước và các môn học chuyên ngành như Kỹ thuật Hạ tầng Đô thị, Thủy văn Đô thị, Thi công Công trình Hạ tầng Kỹ thuật, Công trình Cấp thoát nước và Trạm bơm, Hạ tầng ngầm."
416,"Tôi có thể đăng ký xét tuyển Chương trình Kỹ sư Chất lượng cao
 Việt - Pháp (PFIEV) ngành Xây dựng Dân dụng - Công nghiệp và Hiệu quả Năng lượng bằng
cách nào?","Khoa Kỹ thuật Xây dựng luôn duy trì mở rộng và phát triển hợp tác với nhiều giáo sư, trường đại học và viện nghiên cứu trên thế giới để thúc đẩy các chương trình học bổng trao đổi (như chương trình trao đổi Peace hằng năm với Đại học Hiroshima, Nhật Bản), và học bổng toàn phần sau đại học ở các quốc gia như Mỹ, Anh, Châu Âu, Canada, Nhật, Hàn.... cho sinh viên chuyên ngành nói riêng và ngành Kỹ thuật Xây dựng nói chung.","Cách đăng ký vào chương trình PFIEV Theo thông báo tuyển sinh từ trường khi thực hiện thủ tục đăng ký nhập học. Sinh viên trúng tuyển vào trường Đại học Bách khoa -ĐHQG TP. HCM (không phân biệt chuyên ngành) Sinh viên cần đạt điểm trúng tuyển của các chuyên ngành đào tạo để đủ điều kiện ứng tuyển vào chương trình Kỹ sư Chất lượng cao Việt Pháp. Đối tượng xét tuyển: SV trúng tuyển theo các phương thức xét tuyển của trường. Ưu điểm | Cơ hội cho sinh viên Học tại Cơ sở Lý Thường Kiệt Học phí như Chương trình Tiêu chuẩn Ưu tiên xét Ký túc xá Sinh viên học 2 ngoại ngữ Anh và Pháp Có cơ hội học 2 năm tại Pháp hoặc thực tập tốt nghiệp tại Pháp 6 tháng với học bổng vùng, học bổng EIFFEL, học bổng ERASMUS.... SV xuất sắc có cơ hội thì đậu trường Đại học Bách khoa Ecole Polytechnique - Palaiseau Paris (học 3 năm)"
417,"Ai là Trưởng chuyên ngành Xây dựng dân dụng - Công nghiệp và Hiệu quả Năng lượng? 
Làm cách nào để tôi liên lạc với thầy/cô đó?","Sinh viên có cơ hội làm việc trong các cơ quan nhà nước như Sở Giao thông, Sở Xây dựng, Ban Quản lý Xây dựng các cấp v.v.","Giới thiệu
Chương trình Kỹ sư Chất lượng cao Việt - Pháp (PFIEV) ngành Xây dựng Dân dụng - Công nghiệp và Hiệu quả Năng lượng (Génie Civil - Bâtiment et Efficacité énergétique) ra đời từ năm 2000, liên kết với Trường INSA de Lyon và Trường Ponts ParisTech.
Chương trình PFIEV đã được kiểm định và công nhận bởi:
Ủy ban văn bằng kỹ sư Pháp (Commission des Titres d'Ingénieur-CTI)
Cơ quan kiểm định các chương trình đào tạo kỹ sư Châu Âu (European Network for Accreditation of Engineering Education ENAEE) công nhận thương hiệu chất lượng Châu Âu EUR-ACE Master.
Bộ Giáo dục & Đào tạo xác nhận văn bằng của chương trình PFIEV tương đương trình độ Thạc sĩ trong việc xét tuyển học tiếp lên trình độ cao hơn theo đúng ngành đào tạo.
Chương trình đào tạo cung cấp cho người học các kiến thức và kỹ thuật ngành Xây dựng nói chung và đi sâu vào chuyên ngành Công trình Dân dụng theo tiêu chuẩn của Việt Nam và Châu Âu đặc biệt hướng tới việc sử dụng hợp lý năng lượng để các công trình thân thiện với môi trường, thỏa điều kiện công trình xanh.
Chương trình đào tạo theo hệ Đại học Chính quy với tổng cộng 163 tín chỉ được thiết kế trải dài trong 5 năm học. Sinh viên khi tốt nghiệp sẽ được nhận bằng kỹ sư Chất lượng cao Việt - Pháp do Trường Đại học Bách khoa - ĐHQG-HCM cấp và Phụ lục bằng đồng ký giữa Trường Đại học Bách khoa -ĐHQG-HCM và trường Đại học đối tác ở Pháp.

Cách đăng ký xét tuyển
Thí sinh trúng tuyển vào Trường Đại học Bách khoa - ĐHQG-HCM (không phân biệt ngành trúng tuyển và phương thức xét tuyển). Sau đó, thí sinh đăng ký thông tin và nguyện vọng tại mục ""Đăng ký học CT Việt - Pháp ở cổng thông tin của trường Đại học Bách khoa ĐHQG-HCM mybk.hcmut.edu.vn/tuyensinh/login

Các điểm đặc biệt của ngành
Chương trình đào tạo Kỹ sư chuyên ngành Xây dựng Dân dụng - Công nghiệp và Hiệu quả Năng lượng đáp ứng yêu cầu về các khối kiến thức chung của Trường Đại học Bách khoa, bao gồm:
Khối kiến thức Toán và Khoa học Tự nhiên.
Khối kiến thức Giáo dục chung
khối kiến thức ngành và cơ sở ngành, trong đó bao gồm kiến thức về: Kỹ thuật Xây dựng, Công trình xanh. Hiệu quả Năng lượng. Thiết kế Kỹ thuật, Luận văn tốt nghiệp, thực tập, đồ án."
418,Chương trình học của Ngành Kỹ thuật Cơ sở Hạ tầng bao gồm các môn nào?,"Tiêu chuẩn: 145, Dạy và học bằng tiếng Anh: 245","Giới thiệu

Ngành Kỹ thuật Cơ sở Hạ tầng thuộc nhóm ngành xây dựng với chương trình đào tạo cử nhân, kỹ sư có năng lực chuyên môn cơ bản về xây dựng và chuyên sâu về ngành Kỹ thuật Cơ sở Hạ tầng: có phẩm chất chính trị, đạo đức và sức khỏe tốt; đáp ứng nhu cầu lao động có trình độ kỹ thuật cao của đất nước.

Sau khi tốt nghiệp, người học sẽ:
Có kiến thức cơ bản về toán học, khoa học tự nhiên: đáp ứng cho việc tiếp thu các kiến thức giáo dục chuyên nghiệp và khả năng học tập ở trình độ cao hơn:
Có các kiến thức kỹ thuật cơ sở ngành và chuyên ngành năng lực phát hiện, giải quyết các vấn đề liên quan đến: quản lý dự án, lập dự án đầu tư, tư vấn thiết kế, vận hành và khai thác các hệ thống kỹ thuật hạ tầng cơ sở (hệ thống giao thông, cấp thoát nước, chiếu sáng, hạ tầng ngầm, xử lý nước cấp và nước thải) của các khu đô thị hiện đại... nhằm hướng tới sự phát triển bền vững trong công nghiệp xây dựng và kiến trúc, thiết kế và thi công trong các công trình xây dựng; có tính sáng tạo trong hoạt động nghề nghiệp, có khả năng tự học và tự nghiên cứu:
Có kỹ năng cá nhân, nghề nghiệp, giao tiếp, làm việc nhóm đủ để làm việc trong môi trường làm việc liên ngành, đa văn hóa;
Có hiểu biết về kinh tế, chính trị, có các kiến thức cơ bản trong lĩnh vực khoa học xã hội và nhân văn phù hợp với chuyên ngành được đào tạo để đóng góp hữu hiệu vào sự phát triển bền vững của xã hội, cộng đồng.

Các điểm đặc biệt của ngành
Bên cạnh các môn học chung và môn học của cơ sở ngành xây dựng, chương trình học của ngành bao gồm môn: Quy hoạch Hạ tầng Đô thị Cấp thoát nước và các môn học chuyên ngành như Kỹ thuật Hạ tầng Đô thị, Thủy văn Đô thị, Thi công Công trình Hạ tầng Kỹ thuật, Công trình Cấp thoát nước và Trạm bơm, Hạ tầng ngầm. Thông qua các môn học chuyên ngành này, người học có khả năng:
Lập dự án đầu tư, thiết kế cơ sở và bản vẽ thi công các hạng mục san nền, giao thông, cấp thoát nước, công trình hạ tầng của một khu dân cư và khu công nghiệp:
Quản lý và vận hành hệ thống hạ tầng kỹ thuật của một khu dân cư và cụm khu công nghiệp:
Tư vấn thiết kế, quản lý và vận hành hệ thống cấp thoát nước của các tòa nhà cao ốc hoặc các nhà xưởng, nhà máy trong khu công nghiệp:
Nghiên cứu và phát triển cơ sở hạ tầng khu dân cư và công nghiệp đáp ứng sự phát triển cho công nghiệp xây dựng."
419,"Sinh viên Khoa Kỹ thuật Xây dựng có cơ hội nhận Học bổng trao đổi và học bổng toàn phần
Sau đại học không?","Sinh viên quan tâm đến chuyên ngành có thể đăng ký vào các hệ đào tạo sau:

* Chương trình Dạy và học bằng tiếng Anh, bằng cấp cử nhân ngành Kỹ thuật Hàng không (4 năm).  
* Chương trình Tiêu chuẩn, bằng cấp Cử nhân ngành Kỹ thuật Hàng không & Cử nhân ngành Kỹ thuật Tàu Thủy (5 năm).  
* Chương trình Kỹ sư Chất lượng cao Việt-Pháp (PFIEV), bằng cấp Kỹ sư ngành Kỹ thuật Hàng không (5 năm).","Học bổng trao đổi và học bổng toàn phần Sau Đại học Khoa Kỹ thuật Xây dựng nói chung và Bộ môn Vật liệu Xây dựng nói riêng luôn duy trì mở rộng và phát triển hợp tác với nhiều giáo sư, trường Đại học và viện nghiên cứu trên thế giới để thúc đẩy các chương trình học bổng trao đổi (như chương trình trao đổi Peace hằng năm với Đại học Hiroshima, Nhật Bản), và học bổng toàn phần Sau Đại học (học bổng của chính phủ Nhật) cho sinh viên chuyên ngành nói riêng và ngành Kỹ thuật Xây dựng nói chung."
420,Cử nhân ngành Kỹ thuật Xây dựng có thể làm việc tại những cơ quan nhà nước nào?,File thông tin ngành kĩ thuật hàng không,"Ngành Kỹ thuật Xây dựng thuộc nhóm ngành Xây dựng với chương trình đào tạo cử nhân xây dựng có năng lực chuyên môn từ cơ bản đến chuyên sâu về ngành Xây dựng, có phẩm chất chính trị, đạo đức và sức khỏe tốt, đáp ứng nhu cầu lao động có trình độ kỹ thuật cao của đất nước. Sinh viên ngành Kỹ thuật Xây dựng có thể vận dụng sáng tạo và hiệu quả vào quá trình phân tích tình hình thiết kế thực tế, đề xuất các giải pháp kết cấu, công nghệ và giải quyết những vấn đề kỹ thuật trong hoạt động thực tiễn. Bên cạnh các kiến thức chuyên môn, sinh viên còn được trang bị các kỹ năng mềm khác trong quá trình học để đáp ứng nhu cầu công việc hiện tại, giải quyết những vấn đề trong xây dựng công trình giao thông hay hệ thống giao thông (kẹt xe, hệ thống giao thông thông minh, tổ chức giao thông trong các khu đô thị mới,...). Chuyên môn ngành được đảm bảo từ 12 giảng viên cơ hữu gồm 05 phó giáo sư, 05 tiến sĩ, 02 thạc sĩ đều được đào tạo sau đại học từ nước ngoài kết hợp với các cựu sinh viên đang làm việc trong doanh nghiệp, cơ quan nhà nước."
421,Mã ngành của ngành kĩ thuật hàng không là gì?,"* Kỹ sư bảo dưỡng máy bay  
* Kỹ sư An toàn và Khai thác bay  
* Kỹ sư mô phỏng số CFD  
* Kỹ sư quản lý sản xuất  
* Kỹ sư ứng dụng  
* Kỹ sư thiết kế cơ khí CAE

Lĩnh vực chuyên môn: Khí động lực học, Thủy khí động lực học ứng dụng, Cơ học bay và điều khiển, Vật liệu hàng không, Kết cấu hàng không, Thiết kế máy bay, Động cơ máy bay. Hệ thống lực đẩy, Bảo trì và khai thác máy bay, An toàn, khả thi bay, Lập kế hoạch bay, tính toán mô phỏng số CFD.","Giới thiệu

Ngành Kỹ thuật Hàng không dành cho các sinh viên có đam mê về máy bay và các phương tiện bay. Chương trình đào tạo các sinh viên thành những cử nhân, kỹ sư có tay nghề cao với mảng kiến thức nền rộng, có chất lượng và có kỹ năng vững vàng trong các hoạt động sau: Quản lý, khai thác, vận hành, bảo dưỡng máy bay. Nghiên cứu, thiết kế, chế tạo các loại máy bay nhỏ và các phương tiện giao thông lưỡng dụng (thuỷ phi cơ, tàu đệm khí,...) Ứng dụng kiến thức kỹ thuật hàng không trong các lĩnh vực liên quan: kỹ thuật hàng hải, năng lượng tái tạo, cơ khí, điều khiển tự động, xây dựng...

Sinh viên quan tâm đến chuyên ngành có thể đăng ký vào các hệ đào tạo sau: Chương trình Dạy và học bằng tiếng Anh, bằng cấp cử nhân ngành Kỹ thuật Hàng không (4 năm). Chương trình Tiêu chuẩn, bằng cấp Cử nhân ngành Kỹ thuật Hàng không & Cử nhân ngành Kỹ thuật Tàu Thủy (5 năm). Chương trình Kỹ sư Chất lượng cao Việt-Pháp (PFIEV), bằng cấp Kỹ sư ngành Kỹ thuật Hàng không (5 năm).

Mã ngành Chương trình Tiêu chuẩn: 145 Chương trình Dạy và học bằng tiếng Anh: 245

Các điểm đặc biệt của ngành Chương trình bao gồm các nhóm môn cốt lõi cản thiết về nền tảng của kỹ thuật hàng không như Khí Động lực học. Cơ học bay và điều khiển bay, Kết cấu và vật liệu hàng không, Hệ thống lực đẩy. Thiết kế máy bay. Cử nhân, kỹ sư tốt nghiệp có kiến thức nền rộng dựa trên nền tảng của các môn học cơ sở như toán và khoa học tự nhiên, cơ học lưu chất, cơ học vật rắn, vật liệu cùng suy luận logic và tư duy thiết kế. Do vậy, sinh viên tốt nghiệp có khả năng thích nghi với yêu cầu kỹ thuật tại doanh nghiệp và sự thay đổi nhanh chóng của công nghệ. Sinh viên được trang bị khả năng nghiên cứu, khả năng giải quyết vấn đề, khả năng làm việc nhóm, khả năng lãnh đạo và khả năng thành thạo ngoại ngữ (tiếng Anh, tiếng Pháp). Sinh viên được trợ giúp, tư vấn, cập nhật các cơ hội nghề nghiệp từ các thành viên nhiệt tình của Hội Cựu sinh viên Hàng không.

Cơ sở vật chất Phòng thí nghiệm Kỹ thuật Hàng không bao gồm các thiết bị cơ bản cho đào tạo chuyên ngành. Các thiết bị tiêu biểu: Ống khí động hở, ống khí động kín, cân khí động Hệ thống thủy lực, quạt ly tâm, hệ thống quạt Thiết bị đo cơ tính vật liệu vạn năng EM1100, tải tối đa 100 kN Các máy bay mô hình

Vị trí việc làm Kỹ sư bảo dưỡng máy bay Kỹ sư An toàn và Khai thác bay Kỹ sư mô phỏng số CFD Kỹ sư quản lý sản xuất Kỹ sư ứng dụng Kỹ sư thiết kế cơ khí CAE

Lĩnh vực chuyên môn: Khí động lực học, Thủy khí động lực học ứng dụng, Cơ học bay và điều khiển, Vật liệu hàng không, Kết cấu hàng không, Thiết kế máy bay, Động cơ máy bay. Hệ thống lực đẩy, Bảo trì và khai thác máy bay, An toàn, khả thi bay, Lập kế hoạch bay, tính toán mô phỏng số CFD."
422,Các chương trình đào tạo của ngành kĩ thuật hàng không?,Tương tự câu 458,"1. CHƯƠNG TRÌNH ĐÀO TẠO
Chương trình Tiêu chuẩn
Đào tạo 40 ngành/ chuyên ngành (các ngành tuyển sinh theo nhóm ngành sẽ phân ngành từ năm thứ 2 theo kết quả học tập), giảng dạy bằng tiếng Việt, học phí khoảng 15 triệu đồng/HK, kế hoạch đào tạo 4 năm, địa điểm học tại Cơ sở Dĩ An
 
Chương trình Tài năng
Đào tạo 15 nhóm ngành/ ngành, dạy bằng tiếng Việt (dựa trên chương trình Tiêu chuẩn với các môn cốt lõi dành cho chương trình Tài năng), học phí khoảng 15 triệu đồng/HK, xét tuyển sinh viên Giỏi từ năm thứ 2, kế hoạch đào tạo 4 năm.

Chương trình Tiên tiến
Đào tạo 1 ngành, dạy hoàn toàn bằng tiếng Anh, giáo trình chuyển giao từ ĐH Illinois Urbana Champaign, được cải tiến qua các năm để phù hợp với thực tiễn, học phí khoảng 40 triệu đồng/HK, kế hoạch đào tạo 4 năm, địa điểm học tại Cơ sở Lý Thường Kiệt. Chuẩn tiếng Anh đầu vào đạt IELTS (Academic) ≥ 6.0/ TOEFL iBT ≥ 79/ TOEIC Nghe - Đọc ≥ 730 & Nói - Viết ≥ 280. Bằng tốt nghiệp do Trường ĐH Bách khoa cấp."
