context_id,title,text,word_count,char_count
9467-3605-2245,V/v chuẩn bị hồ sơ đề xuất cập nhật Danh mục thuốc BHYT,"BỘ Y TẾ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: /2024/TT-BYT Hà Nội, ngày tháng năm 2024 DỰ THẢO 05/10/2024 THÔNG TƯ Quy định nguyên tắc, tiêu chí xây dựng, cập nhật, ghi thông tin, cấu trúc danh mục và hướng dẫn thanh toán đối với thuốc hóa dược, sinh phẩm, thuốc phóng xạ và chất đánh dấu thuộc phạm vi được hưởng của người tham gia bảo hiểm y tế _____________________ Căn cứ Luật bảo hiểm y tế ngày 14 tháng 11 năm 2008 và Luật sửa đổi, bổ sung một số điều của Luật Bảo hiểm y tế ngày 13 tháng 6 năm 2014; Căn cứ Nghị định số 146/2018/NĐ-CP ngày 17 tháng 10 năm 2018 của Chính phủ quy định chi tiết và hướng dẫn biện pháp thi hành một số điều của Luật bảo hiểm y tế và Nghị định số 75/2023/NĐ-CP ngày 19 tháng 10 năm 2023 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 146/2018/NĐ-CP; Căn cứ Nghị định số 95/2022/NĐ-CP ngày 15 tháng 11 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Y tế; Theo đề nghị của Vụ trưởng Vụ Bảo hiểm y tế, Bộ Y tế, Bộ trưởng Bộ Y tế ban hành Thông tư quy định nguyên tắc, tiêu chí xây dựng, cập nhật, ghi thông tin, cấu trúc danh mục và hướng dẫn thanh toán đối với thuốc hóa dược, sinh phẩm, thuốc phóng xạ và chất đánh dấu thuộc phạm vi được hưởng của người tham gia bảo hiểm y tế, Chương I. QUY ĐỊNH CHUNG Điều 1. Phạm vi điều chỉnh Thông tư này quy định về nguyên tắc, tiêu chí, cấu trúc, trách nhiệm xây dựng, cập nhật, ghi thông tin, cấu trúc danh mục và hướng dẫn thanh toán đối với thuốc hóa dược, sinh phẩm, thuốc phóng xạ và chất đánh dấu thuộc phạm vi được hưởng của người tham gia bảo hiểm y tế.",349,1619
5791-3541-7405,"trả lời kiến nghị của cử tri tỉnh Hà Tĩnh trước Kỳ họp thứ 9, Quốc hội khóa XV","BỘ Y TẾ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM _______ Độc lập - Tự do - Hạnh phúc _______________________________________________ Số: /BYT-VPB Hà Nội, ngày tháng năm 2025 V/v trả lời kiến nghị của cử tri tỉnh Hà Tĩnh trước Kỳ họp thứ 9, Quốc hội khóa XV Kính gửi: Đoàn Đại biểu Quốc hội tỉnh Hà Tĩnh Bộ Y tế nhận được Công văn số 602/UBDNGS15 ngày 21/5/2025 của Ủy ban Dân nguyện và Giám sát của Quốc hội về việc đề nghị trả lời kiến nghị của cử tri gửi tới trước kỳ họp thứ 9, Quốc hội khóa XV, trong đó có một số kiến nghị của cử tri tỉnh Hà Tĩnh. Bộ Y tế xin trả lời đối với kiến nghị liên quan đến lĩnh vực quản lý của ngành Y tế, cụ thể như sau: 1. Đề nghị tham mưu Chính phủ trình Quốc hội sửa đổi, bổ sung Luật An toàn thực phẩm năm 2010 theo hướng thống nhất chỉ một đầu mối thực hiện nhiệm vụ bảo đảm an toàn thực phẩm từ Trung ương tới địa phương để phù hợp với Chỉ thị số 17-CT/TW, ngày 21/10/2022 của Ban Bí thư về tăng cường bảo đảm an ninh, an toàn thực phẩm trong tình hình mới. Bộ Y tế đã hoàn thiện hồ sơ đề nghị xây dựng Luật An toàn thực phẩm sửa đổi và trình Chính phủ vào tháng 12/2024. Chính phủ đã ban hành Nghị quyết số 158/NQ-CP ngày 03/06/2025 tại Phiên họp chuyên đề xây dựng pháp luật tháng 5/2025, giao Bộ Y tế chủ trì, phối hợp với các cơ quan liên quan hoàn thiện hồ sơ chính sách Luật An toàn thực phẩm sửa đổi, bổ sung dự án Luật này vào Chương trình lập pháp năm 2025 của Quốc hội và trình Quốc hội cho ý kiến, thông qua tại Kỳ họp thứ 10 (tháng 10/2025). Để triển khai Nghị quyết, Bộ Y tế đã ban hành Quyết định số 1834/QĐ-BYT ngày 03/06/2025 về Kế hoạch xây dựng Luật An toàn thực phẩm sửa đổi, đồng thời gửi công văn đề nghị các bộ, ngành, đơn vị liên quan cử thành viên tham gia Tổ soạn thảo và Tổ biên tập dự án Luật. Bộ Y tế đang phối hợp với các đơn vị liên quan để xây dựng dự án Luật theo đúng tiến độ quy định. Ngoài ra, Bộ Y tế đang chủ trì tham mưu, trình Chính phủ Nghị định sửa đổi, bổ sung một số điều của Nghị định số 15/2018/NĐ-CP, nhằm giải quyết các vấn đề cấp bách về an toàn thực phẩm. Đồng thời, Bộ thường xuyên rà soát các quy định còn bất cập, chồng chéo để đề xuất sửa đổi khi cần thiết.",467,2143
9030-9448-8314,"Về việc tăng cường công tác quản lý và nâng cao chất lượng dịch vụkhám bệnh, chữa bệnh tại các cơ sở khám bệnh, chữa bệnh","2. Thực hiện rà soát và chấn chỉnh hoạt động khám bệnh, chữa bệnh. 3. Xác định công tác quản lý chất lượng bệnh viện là nền tảng: Chủ động rà soát, xây dựng kế hoạch và kiểm tra việc tổ chức thực hiện công tác quản lý chất lượng dịch vụ khám, chữa bệnh theo hướng dẫn tại Thông tư số 19/2013/TT-BYT; bám sát các tiêu chí tại Quyết định số 658/QĐ-BYT ngày 18/11/2016 của Bộ Y tế về việc ban hành Bộ Tiêu chí chất lượng bệnh viện Việt Nam; triển khai thực hiện Quyết định số 56/QĐ-BYT ngày 08/01/2024 của Bộ Y tế ban hành hướng dẫn về phương pháp đo lường hài lòng của người dân đối với dịch vụ y tế công giai đoạn 2024-2030 và các hướng dẫn, quy định khác của Bộ Y tế để cải tiến, nâng cao chất lượng nhằm cung ứng dịch vụ y tế an toàn, chất lượng, hiệu quả, đem lại sự hài lòng cho người bệnh, người dân và nhân viên y tế.",176,822
7733-5901-6647,"V/v trả lời kiến nghị cử tri Thành phố Cần Thơ gửi tới trước Kỳ họp thứ 9, Quốc hội khóa XV","2. Đề nghị xem xét, sửa đổi bổ sung Thông tư số 35/2017/TT-BYT ngày 18/8/2017 của Bộ Y tế quy định giá cụ thể đối với dịch vụ kiểm nghiệm mẫu thuốc, nguyên liệu làm thuốc, thuốc dùng cho người tại cơ sở y tế công lập sử dụng ngân sách nhà nước để đáp ứng đủ chi phí cho việc kiểm nghiệm mẫu. Bộ Y tế đã ban hành Thông tư số 44/2024/TT-BYT ngày 23/12/2024 quy định về Đặc điểm kinh tế - kỹ thuật và Định mức kinh tế - kỹ thuật dịch vụ kiểm nghiệm mẫu thuốc, nguyên liệu làm thuốc. Hiện nay, Bộ Y tế đang thành lập Hội đồng định giá để thực hiện công tác thẩm định phương án giá trên cơ sở định mức đã được ban hành. Sau khi hoàn thiện hồ sơ theo đúng quy định pháp luật, Bộ Y tế sẽ tiếp tục xem xét việc sửa đổi, bổ sung Thông tư số 35/2017/TT- BYT cho phù hợp, bảo đảm mức giá dịch vụ được xây dựng trên nguyên tắc tính đúng, tính đủ, tạo điều kiện cho các đơn vị thực hiện tốt nhiệm vụ kiểm nghiệm phục vụ công tác quản lý nhà nước và bảo đảm chất lượng thuốc.",212,961
7296-5735-4212,Thông tư hướng dẫn quản lý thuốc methadone,"2. Mẫu đơn thuốc methadone thực hiện theo Mẫu đơn thuốc “N” quy định tại Phụ lục II ban hành kèm theo Thông tư số 04/2022/TT-BYT ngày 12 tháng 7 năm 2022 của Bộ trưởng Bộ Y tế sửa đổi, bổ sung một số điều của Thông tư số 52/2017/TT-BYT ngày 29 tháng 12 năm 2017, Thông tư số 18/2018/TT- BYT ngày 22 tháng 8 năm 2018 của Bộ trưởng Bộ Y tế sửa đổi, bố sung một số điều của Thông tư số 52/2017/TT-BYT quy định về đơn thuốc và kê đơn thuốc hóa dược, sinh phẩm trong điều trị ngoại trú và Thông tư số 27/2021/TT- BYT ngày 20 tháng 12 năm 2021 của Bộ trưởng Bộ Y tế về việc quy định kê đơn thuốc bằng hình thức điện tử (sau đây viết tắt là Thông tư số 04/2022/TT-BYT), trong đó nội dung thuốc điều trị trong Mẫu đơn thuốc “N” ghi đầy đủ thông tin về tên thuốc, hàm lượng, liều dùng và tổng số liều mang về (nếu có).",174,809
6567-9278-6431,XNQC: CÔNG TY CỔ PHẦN DƯỢC PHẨM NAM HÀ. Mã hs: 250305-0017,"BỘ Y TẾ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM CỤC AN TOÀN THỰC PHẨM Độc lập - Tự do - Hạnh phúc Số: /2025/XNQC-ATTP Hà Nội, ngày tháng năm 2025 GIẤY XÁC NHẬN NỘI DUNG QUẢNG CÁO Tên tổ chức, cá nhân: CÔNG TY CỔ PHẦN DƯỢC PHẨM NAM HÀ Địa chỉ: Số 415, đường Hàn Thuyên, phường Vị Xuyên, thành phố Nam Định, tỉnh Nam Định Điện thoại: 02283649408 Fax: STT Tên sản phẩm Số, ký hiệu của Giấy tiếp nhận đăng ký bản công bố Thực phẩm bảo vệ sức khỏe 1 Viên ngậm Bổ Phế 6489/2024/ĐKSP Nam Hà KĐ Candy",105,487
7672-6997-4361,XNQC: DOANH NGHIỆP TN SẢN XUẤT VÀ KINH DOANH THUỐC Y HỌC CỔ TRUYỀN VĨNH QUANG (thanh huyết mát gan). Mã hs: 250303-0058,"BỘ Y TẾ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM CỤC AN TOÀN THỰC PHẨM Độc lập - Tự do - Hạnh phúc Số: /2025/XNQC-ATTP Hà Nội, ngày tháng năm 2025 GIẤY XÁC NHẬN NỘI DUNG QUẢNG CÁO Tên tổ chức, cá nhân: DOANH NGHIỆP TN SẢN XUẤT VÀ KINH DOANH THUỐC Y HỌC CỔ TRUYỀN VĨNH QUANG Địa chỉ: Số 209 Trần Hưng Đạo, ấp Thị, thị trấn Chợ Mới, huyện Chợ Mới, tỉnh An Giang Điện thoại: 0763883179 Fax: STT Tên sản phẩm Số, ký hiệu của Giấy tiếp nhận đăng ký bản công bố Thực phẩm bảo vệ sức khỏe 1 2336/2018/ĐKSP Thanh huyết mát gan Vĩnh Quang",112,523
9565-1791-2599,"Thông tư hướng dẫn chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Trạm Y tế xã, phường, đặc khu thuộc tỉnh, thành phố trực thuộc Trung ương","4. Về an toàn thực phẩm: a) Thực hiện các hoạt động phòng ngừa ngộ độc thực phẩm; phối hợp điều tra, truy xuất, giám sát, xử lý và khắc phục các sự cố về thực phẩm, các vụ ngộ độc thực phẩm và bệnh truyền qua thực phẩm; giám sát mối nguy cơ ô nhiễm thực phẩm trên địa bàn theo quy định của pháp luật; b) Hướng dẫn, giám sát bảo đảm an toàn thực phẩm đối với loại hình thức ăn đường phó; phối hợp hướng dẫn, giám sát các cơ sở sản xuất, kinh doanh thực phẩm, cơ sở kinh doanh dịch vụ ăn uống trên địa bàn bảo đảm an toàn thực phẩm theo quy định của pháp luật.",124,558
1267-9962-8255,Quyết định xử phạt VPHC Công ty CP DP Hòa Bình (Đoàn 09),"QUYẾT ĐỊNH : Điều 1. 1. Xử phạt vi phạm hành chính đối với tổ chức có tên sau đây: Tên cơ sở: Công ty Cổ phần Dược phẩm Hòa Bình. - Địa chỉ trụ sở chính: Số nhà 7, ngõ 1, phố Tô Vĩnh Diện, phường Khương Trung, quận Thanh Xuân, TP. Hà Nội. - Mã số doanh nghiệp: 0101894681. - Lĩnh vực hoạt động: Nhập khẩu, kinh doanh thuốc - Giấy chứng nhận đăng ký doanh nghiệp, mã số doanh nghiệp 0101894681; đăng ký lần đầu: 20/3/2006; đăng ký thay đổi lần 10: 08/7/2020 do Sở Kế hoạch và Đầu tư thành phố Hà Nội cấp. - Người đại diện theo pháp luật: Ông Hoàng Xuân Hiền. Giới tính: Nam. Chức danh: Giám đốc.",126,594
7910-4986-8307,"Xin trình ký công văn đề nghị báo giá thực hiện hoạt động truyền thông nâng cao xây dựng phát triển sản xuất theo chuỗi giá trị, vùng trồng dược liệu quý thu hút đầu tư vùng đồng bào dân tộc thiểu số và miền núi và hệ thống truy xuất nguồn gốc dược liệu và các sản phẩm từ dược liệu, gắn với sàn giao dịch thương mại điện tử năm 2023.","PHỤ LỤC 01 Gói số 01: Truyền thông hệ thống truy xuất nguồn gốc dược liệu và các sản phẩm từ dược liệu, gắn với sàn giao dịch thương mại điện tử trên Kênh Truyền hình Quốc hội (Kèm theo Công văn số / VPB9 ngày / /2023 của Văn phòng Bộ Y tế) TT Nội dung truyền thông Số lượng Yêu cầu Kết quả đầu ra Truyền thông hệ thống 1 tọa đàm Xây dựng, sản xuất 01 tọa đàm Thực hiện 01 tọa đàm với truy xuất nguồn gốc phải đảm bảo các yêu cầu cụ thể thời lượng từ 25-30 phút dược liệu và các sản như sau: và phẩm từ dược liệu, gắn - Thời lượng: Khoảng 25-30 phát sóng 01 lần và với sàn giao dịch thương phút/Tọa đàm. phát sóng dự kiến: Quý mại điện tử trên Kênh - Tần suất phát sóng: 01 lần/01 IV/2023. Truyền hình Quốc hội Tọa đàm. xây dựng 01 tọa đàm với - Thời gian thực hiện và phát nội dung cụ thể như sau: sóng: Quý IV/2023. hệ thống truy xuất nguồn - Kênh phát sóng: Kênh truyền 1 gốc xuất xứ, chất lượng hình Quốc hội. dược liệu, sản phẩm dược liệu từ nhập khẩu, khai thác, nuôi trồng, chế biến sản xuất, lưu thông phân phối tới sử dụng và truy xuất nguồn gốc xuất xứ, chất lượng dược liệu, sản phẩm dược liệu từ nhập khẩu, khai thác, nuôi trồng, chế biến sản xuất.",250,1160
1297-3066-1944,Công văn gửi thành viên đoàn thẩm định tham dự buổi họp thẩm định năng lực đào tạo chuyên khoa cấp I và chuyên khoa cấp II của Trường Đại học Y Dược Thái Bình (lần 2).,"CHƯƠNG TRÌNH Thẩm định hồ sơ nhận nhiệm vụ đào tạo chuyên khoa cấp I và chuyên khoa cấp II của Trường Đại học Y Dược Thái Bình (kèm theo công văn số……../K2ĐT-ĐT ngày…..tháng 11 năm 2023 của Cục KHCN&ĐT) Thời gian Nội dung Người thực hiện 9h00-9h05 Tuyên bố lý do giới thiệu đại biểu Trường ĐH Y Dược Thái Bình Công bố quyết định của Bộ trưởng Bộ Y TS. Nguyễn Thị Đông, Thành tế về việc thành lập Đoàn thẩm định viên, thư ký Đoàn thẩm định 9h05-9h10 năng lực đào tạo bác sĩ nội trú, chuyên khoa cấp II Trường ĐH Y Dược Thái Bình Trưởng Đoàn thẩm định điều hành TS. Nguyễn Văn Quân, Trưởng 9h10-11h40 buổi thẩm định đoàn thẩm định Thẩm định năng lực nhận nhiệm vụ đào 9h10-10h20 tạo chuyên khoa cấp II chuyên ngành Răng Hàm Mặt Báo cáo tóm tắt hồ sơ nhận nhiệm vụ Đại diện trường ĐH Y Dược 9h10-9h20 đào tạo chuyên khoa cấp II chuyên ĐH Thái Bình ngành Răng Hàm Mặt Nhận xét của Cục KHCN&ĐT về hồ sơ TS. Trịnh Văn Hùng, Phòng 9h20-90h30 nhận nhiệm vụ đào tạo chuyên khoa cấp QLĐT II chuyên ngành Răng Hàm Mặt 1. PGS.TS. Tống Minh Sơn, Viện trưởng viện đào tạo Răng Hàm Mặt, Trường Đại học Y Hà Nội. 2. PGS.TS. Tạ Anh Tuấn, Giảng viên cao cấp, Bộ môn 9h30-10h00 Ý kiến nhận xét của các Chuyên gia Răng Hàm Mặt, Viện Nghiên cứu Khoa học Y Dược lâm sàng 108. 3. PGS.TS. Trần Cao Bính, Giám đốc Bệnh viện Răng Hàm Mặt Trung ương, Hà Nội. Phát biểu cơ sở thực hành, ý kiến tiếp Cơ sở thực hành, Bộ môn Răng 10h00-10h10 thu của các Bộ môn Hàm Mặt Kết luận về hồ sơ nhận nhiệm vụ đào TS. Nguyễn Văn Quân, Trưởng 10h10-10h20 tạo chuyên khoa cấp II chuyên ngành đoàn thẩm định Răng Hàm Mặt Thời gian Nội dung Người thực hiện Thẩm định năng lực nhận nhiệm vụ 10h20-11h10 đào tạo chuyên khoa cấp I chuyên ngành Chẩn đoán hình ảnh Báo cáo tóm tắt hồ sơ nhận nhiệm vụ Đại diện trường ĐH Y Dược 10h20-10h30 đào tạo chuyên khoa cấp I chuyên ngành Thái Bình Chẩn đoán hình ảnh Nhận xét của Cục KHCN&ĐT về hồ sơ TS. Trịnh Văn Hùng, Phòng 10h30-10h40 nhận nhiệm vụ đào tạo chuyên khoa cấp QLĐT I chuyên ngành Chẩn đoán hình ảnh 1. GS.TS. Lâm Khánh, Phó Giám đốc bệnh viện Trung ương Quân đội 108. 2. PGS.TS. Phùng Anh Tuấn, Chủ nhiệm Bộ môn Chấn đoán 10h40-11h10 Ý kiến nhận xét của các Chuyên gia hình ảnh, Học viện Quân Y. 3. PGS.TS. Bùi Văn Lệnh, Giảng viên cao cấp Bộ môn Chẩn đoán hình ảnh, Trường Đại học Y Hà Nội. Phát biểu cơ sở thực hành, ý kiến tiếp Cơ sở thực hành, Bộ môn Chẩn 11h10-11h20 thu của các Bộ môn đoán hình ảnh 11h20-11h30 Phát biểu của Lãnh đạo trường ĐH Y Lãnh đạo trường ĐH Y Dược Dược Thái Bình Thái Bình 11h30-11h40 Kết luận về hồ sơ nhận nhiệm vụ đào TS. Nguyễn Văn Quân, Trưởng tạo chuyên khoa cấp I chuyên ngành đoàn thẩm định Chẩn đoán hình ảnh.",547,2657
7874-3050-3517,QĐ ban hành “Hướng dẫn quản lý tại nhà đối với người mắc COVID-19”,"5. HƯỚNG DẪN QUẢN LÝ TẠI NHÀ 5.1. Theo dõi sức khỏe người mắc COVID-19 5.1.1. Trẻ dưới 5 tuổi a) Theo dõi các dấu hiệu: tinh thần, bú/ăn, đo thân nhiệt ít nhất 2 lần/ngày, đếm nhịp thở, mạch, đo SpO (nếu có máy đo), mầu sắc da, niêm mạc, rối loạn tiêu hóa. b) Dấu hiệu bất thường: Phát hiện bất cứ một trong các dấu hiệu dưới đây phải thông báo ngay cho cơ sở quản lý người mắc COVID-19 tại nhà: trạm y tế xã, phường; hoặc trạm y tế lưu động, trung tâm vận chuyển cấp cứu… để được khám bệnh, xử trí cấp cứu và chuyển viện kịp thời hoặc đưa trẻ mắc COVID-19 đến các cơ sở y tế để được khám, chữa bệnh. (1) Tinh thần: trẻ quấy khóc không chịu chơi, không hóng chuyện hoặc li bì, hoặc co giật. (2) Sốt cao liên tục > 39oC và khó hạ thân nhiệt bằng các phương pháp như dùng thuốc hạ sốt + chườm/lau người bằng nước ấm. Hoặc sốt không cải thiện sau 48 giờ. (3) Trẻ thở nhanh hơn so với tuổi: - Trẻ < 2 tháng khi thở ≥ 60 lần/phút; - Trẻ từ 2 tháng đến < 12 tháng khi thở ≥ 50 lần/phút; - Trẻ từ 12 tháng đến < 5 tuổi khi thở ≥ 40 lần/phút. (4) Trẻ thở bất thường: Khó thở, thở phập phồng cánh mũi, co kéo hõm ức, cơ liên sườn… (5) SpO < 96% (nếu có máy đo SpO ) (6) Tím tái (7) Mất nước: môi se, mắt trũng, khát nước, đái ít… (8) Nôn mọi thứ (9) Trẻ không bú được hoặc không ăn, uống được (10) Trẻ mắc thêm các bệnh khác như: sốt xuất huyết, tay chân miệng… (11) Bất kỳ tình trạng bất ổn nào của trẻ em mà thấy cần khám, chữa bệnh. 5.1.2. Trẻ từ 5 đến 16 tuổi a) Theo dõi các dấu hiệu: tinh thần, đo thân nhiệt ít nhất 2 lần/ngày, đếm nhịp thở, mạch, đo SpO (nếu có máy đo), màu sắc da, niêm mạc, ăn uống, ho, đau ngực, đau bụng, tiêu chảy (phân lỏng/đi ngoài), mất khứu giác, thính giác. b) Dấu hiệu bất thường: Phát hiện bất cứ một trong các dấu hiệu dưới đây phải thông báo ngay cho cơ sở quản lý người mắc COVID-19 tại nhà: trạm y tế xã, phường; hoặc trạm y tế lưu động, trung tâm vận chuyển cấp cứu… để được khám bệnh, xử trí cấp cứu và chuyển viện kịp thời hoặc đưa trẻ mắc COVID-19 đến các cơ sở y tế để được khám, chữa bệnh. (1) Thở nhanh: Nhịp thở của trẻ từ 5 đến dưới 12 tuổi: ≥ 30 lần/phút, trẻ từ 12 tuổi: ≥ 20 lần/phút (2) Thở bất thường: co kéo hõm ức, liên sườn… (3) SpO < 96% (nếu có máy đo SpO ) (4) Cảm giác khó thở (5) Ho thành cơn không dứt (6) Đau tức ngực (7) Không ăn/uống được (8) Nôn mọi thứ (9) Tiêu chảy (10) Trẻ mệt, không chịu chơi (11) Sốt cao không giảm hay sốt không cải thiện sau 48 giờ (12) Bất kỳ tình trạng bất ổn nào của trẻ em mà thấy cần khám, chữa bệnh. 5.1.3. Người lớn (trên 16 tuổi) a) Theo dõi các dấu hiệu: - Chỉ số: nhịp thở, mạch, nhiệt độ, SpO và huyết áp (nếu có thể). - Các triệu chứng: mệt mỏi, ho, ho ra đờm, ớn lạnh/gai rét, viêm kết mạc (mắt đỏ), mất vị giác hoặc khứu giác, tiêu chảy (phân lỏng/đi ngoài); ho ra máu, thở dốc hoặc khó thở, đau tức ngực kéo dài, lơ mơ, không tỉnh táo; các triệu chứng khác như đau họng, nhức đầu, chóng mặt, chán ăn, buồn nôn và nôn, đau nhức cơ… b) Dấu hiệu bất thường: Phát hiện bất cứ một trong các dấu hiệu dưới đây phải thông báo ngay với cơ sở quản lý người mắc COVID-19 tại nhà/cơ sở lưu trú: trạm y tế xã, phường; hoặc trạm y tế lưu động, trung tâm vận chuyển cấp cứu… để được khám bệnh, xử trí cấp cứu và chuyển viện kịp thời hoặc đưa người mắc COVID- 19 đến các cơ sở y tế để được khám, chữa bệnh. (1) Khó thở, thở hụt hơi. (2) Nhịp thở ≥ 20 lần/phút. (3) SpO ≤ 96%. (4) Mạch nhanh > 120 nhịp/phút hoặc < 50 nhịp/phút. (5) Huyết áp thấp: huyết áp tâm thu < 90 mmHg, huyết áp tâm trương < 60 mmHg (nếu có thể đo). (6) Đau tức ngực thường xuyên, cảm giác bó thắt ngực, đau tăng khi hít sâu. (7) Tím môi, tím đầu móng tay, móng chân, da xanh, môi nhợt, lạnh đầu ngón tay, ngón chân. (8) Thay đổi ý thức: lú lẫn, ngủ rũ, lơ mơ, rất mệt/mệt lả, co giật. (9) Không thể ăn uống do nôn nhiều. (10) Bất kỳ tình trạng bất ổn nào của người mắc COVID-19 mà thấy cần khám, chữa bệnh.",852,3863
9701-9197-8449,CV mời báo giá xe ô tô 5 chỗ phục vụ chức danh.,"BỘ Y TẾ CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM VĂN PHÒNG BỘ Độc lập – Tự do – Hạnh phúc Số: /VPB4 Hà Nội, ngày tháng năm 2025 V/v mời báo giá xe ô tô 5 chỗ phục vụ chức danh. Kính gửi: ...................................................................... Hiện nay Văn phòng Bộ Y tế có nhu cầu mua sắm xe ô tô phục vụ Lãnh đạo Bộ, để có cơ sở trong việc xây dựng giá dự toán phù hợp định mức và thực hiện quy trình mua sắm đúng quy định hiện hành, Văn phòng Bộ Y tế kính mời Quý đơn vị hoạt động trong lĩnh vực cung cấp xe ô tô gửi báo giá cung cấp 01 xe ô tô 5 chỗ ngồi với nội dung cụ thể như sau: I. Thông số kỹ thuật: 1. Loại xe/Model code: Xe ô tô con, 01 cầu 2. Số chỗ ngồi: 05 chỗ ngồi 3. Kiểu dáng: Sedan 4. Chất lượng: Mới 100%, nhập khẩu nguyên chiếc 5. Tiêu chuẩn khí thải: EURO 5 with OBD 6. Loại nhiên liệu: Xăng 7. Năm sản xuất: Từ năm 2024 trở về sau 8. Động cơ: Xăng điện; Hộp số: Số tự động vô cấp 9. Hệ thống lái: Trợ lực điện II. Nội dung yêu cầu: Chi tiết tại phụ lục đính kèm. - Chính sách bảo hành và thời gian bảo hành: Chính sách bảo hành chính hãng và thời gian bảo hành theo quy định của nhà sản xuất. - Báo giá phải cung cấp bảng thông số kỹ thuật kèm theo loại xe báo giá, kèm hình ảnh minh họa. Giá đã bao gồm các loại thuế phải nộp theo quy định của pháp luật, sau khi trừ các khoản chiết khấu, giảm giá (nếu có); chưa bao gồm: lệ phí trước bạ, lệ phí đăng ký, cấp biển phương tiện giao thông, phí bảo hiểm, lệ phí cấp giấy chứng nhận kiểm định an toàn kỹ thuật về môi trường đối với xe cơ giới, phí bảo trì đường bộ liên quan...",345,1555
4165-8611-2403,Giấy XNQC: CÔNG TY CỔ PHẦN TẬP ĐOÀN PHƯƠNG NAM - Thực phẩm bảo vệ sức khỏe AN HUYẾT THẢO mã hs: 250411-0007,"Kịch bản quảng cáo Thực phẩm bảo vệ sức khỏe An Huyết Thảo Phụ đề Hình ảnh Giọng đọc Người sử dụng thuốc tham khảo ý kiến chuyên gia y tế trước khi dùng. Thực phẩm bảo vệ sức khoẻ An Huyết Thảo với Không dùng cho phụ nữ có thai, cho thành phần chính trong mỗi viên chứa: Chiết xuất con bú, phụ nữ bị rong kinh, băng 7 loại thảo dược: Cao Bạch quả (Ginkgo Biloba), huyết, người chuẩn bị phẫu thuật, Cao Đại hoàng (Rheum palmatum), Cao Thông người đang dùng thuốc chống đông đất (Lycopodium cernuum), Cao Quế chi máu, người âm hư hoả vượng, người (Ramulus Cinnamomi), Cao Cam thảo mẫn cảm, kiêng kỵ với bất kỳ thành phần nào của sản phẩm.",128,636
2483-5824-8715,XNQC: CÔNG TY TNHH AU SUNSHINE- Thực phẩm bảo vệ sức khỏe PERDAYS MEN’S CLEANSE &amp; FERTILITY SUPPORT- 000.00.11.G18-250225-0037,"CÔNG DỤNG: Hỗ trợ tốt cho gan. Hỗ trợ sức khoẻ nam giới trong độ tuổi sinh sản ĐỐI TƯỢNG SỬ DỤNG: Nam giới trưởng thành CÁCH DÙNG: Uống 2 viên mỗi ngày 1 lần với bữa chính hoặc theo chỉ dẫn của chuyên gia y tế. BẢO QUẢN: Bảo quản ở nhiệt độ dưới 30°C. Không sử dụng nếu tem niêm phong bị rách hoặc bị mất. CHÚ Ý: Thực phẩm này không phải là thuốc và không có tác dụng thay thế thuốc chữa bệnh. - Không dùng cho người bị bệnh tim mạch, tiểu đường, huyết áp; người bị rối loạn tiêu hoá, lạnh bụng, tiêu chảy; người mẫn cảm, kiêng kỵ với bất kỳ thành phần nào của sản phẩm. - Tham khảo ý kiến chuyên gia y tế trước khi sử dụng nếu bạn đang mang thai, đang dùng thuốc hoặc nếu các triệu chứng vẫn tồn tại hoặc trầm trọng hơn. - Ngừng sử dụng nếu xảy ra tình trạng quá mẫn, dị ứng - Chứa sulfit Giấy tiếp nhận đăng ký bản công bố sản phẩm số: 5019/2024/ĐKSP Thương nhân chịu trách nhiệm về sản phẩm: CÔNG TY TNHH AU SUNSHINE Địa chỉ: 94A4 Phùng Văn Cung, Phường 7, Quận Phú Nhuận, TP HCM, Việt Nam Nhà sản xuất: GMP PHARMACEUTICALS PTY LIMITED Địa chỉ: 7-9 Amax Avenue, GIRRAWEEN NSW 2145, Australia (Úc)",230,1099
