context_id,title,text,school_id,word_count,char_count,doc_key,chunk_no,in_train,in_test,is_direct_gold,included_via_same_document
CTX-HCMUSSH-BCFA171A21-CH0001,38231,"Khóa bồi dưỡng Nghiệp vụ sư phạm cho người có bằng cử nhân chuyên ngành phù hợp có nguyện vọng trở thành giáo viên THCS/THPT Môn Văn/Sử/Địa (https://hcmussh.edu.vn/news/item/38231) (https://hcmussh.edu.vn/news/item/38231) (https://hcmussh.edu.vn/news/item/38231) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION&maDonVi=7) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=DECENT_WORK_AND_ECONOMIC_GROWTH&maDonVi=7) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=PEACE_JUSTICE_AND_STRONG_INSTITUTIONS&maDonVi=7) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=PARTNERSHIPS_FOR_THE_GOALS&maDonVi=7) Căn cứ chức năng, nhiệm vụ đào tạo và bồi dưỡng của Trường Đại học An Giang (ĐHAG), Đại học Quốc gia Thành phố Hồ Chí Minh; Căn cứ Biên bản ghi nhớ hợp tác giữa Trường Đại học An Giang, Đại học Quốc gia Thành phố Hồ Chí Minh và Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Thành phố Hồ Chí Minh. Trường Đại học An Giang, Đại học Quốc gia Thành phố Hồ Chí Minh mở lớp bồi dưỡng Nghiệp vụ sư phạm cho người có bằng cử nhân chuyên ngành phù hợp có nguyện vọng trở thành giáo viên THCS/THPT. Các lớp học sẽ được tổ chức tại Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Thành phố Hồ Chí Minh (ĐHQG - HCM), cụ thể như sau: 1.",HCMUSSH,179,1257,HCMUSSH-BCFA171A21,1,True,False,True,False
CTX-HCMUSSH-BCFA171A21-CH0002,38231,"Các lớp học sẽ được tổ chức tại Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Thành phố Hồ Chí Minh (ĐHQG - HCM), cụ thể như sau: 1. Đối tượng tham gia - Cử nhân có chuyên ngành phù hợp với một trong các môn học của cấp THCS, cấp THPT có nguyện vọng trở thành giáo viên THCS và THPT. - Các tổ chức và cá nhân liên quan có nhu cầu bồi dưỡng, cấp chứng chỉ nghiệp vụ sư phạm giáo viên THCS và THPT. 2. Chương trình bồi dưỡng Chương trình bồi dưỡng: Căn cứ theo chương trình và thực hiện bồi dưỡng nghiệp vụ sư phạm ban hành kèm theo Thông tư 12/2021/TT-BGDĐT. 3. Giá trị sử dụng của chứng chỉ Chứng chỉ do Hiệu trưởng Trường Đại học An Giang, Đại học Quốc gia Thành phố Hồ Chí Minh. 4. Hình thức học : Trực tiếp kết hợp trực tuyến. 5. Thời gian học Lớp học được tổ chức 3 buổi/tuần (các lớp tối 3-5-7 hoặc tối 2-4-6 hoặc lớp sáng - chiều thứ 7 và sáng Chủ nhật hàng tuần) khi có đủ số lượng 40 học viên trở lên đăng ký. 6. Hồ sơ đăng ký: - 01 đơn đăng ký học; - 02 ảnh 4×6 (ghi rõ họ tên, ngày sinh, nơi sinh sau ảnh); - 01 bản photo công chứng CCCD; - 01 bản photo công chứng bằng đại học. 7. Học phí: 280.000đ/1 tín chỉ + Học viên tham gia học chương trình Bồi dưỡng NVSP giáo viên THPT (34 tín chỉ). Học phí 9.520.000đ/HV ; + Học viên tham gia học chương trình Bồi dưỡng NVSP giáo viên THCS (34 tín chỉ). Học phí 9.520.000đ/HV ;",HCMUSSH,294,1346,HCMUSSH-BCFA171A21,2,True,False,True,False
CTX-HCMUSSH-BCFA171A21-CH0003,38231,"Học phí 9.520.000đ/HV ; + Học viên tham gia học chương trình Bồi dưỡng NVSP giáo viên THCS (34 tín chỉ). Học phí 9.520.000đ/HV ; + Học viên tham gia học cả 2 chương trình Bồi dưỡng NVSP giáo viên THPT và THCS (51 tín chỉ). Học phí 14.280.000đ/HV . Mọi thông tin thắc mắc, học viên vui lòng liên hệ qua: Văn phòng Khoa Giáo dục, Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia Thành phố Hồ Chí Minh - Địa chỉ: Phòng A314, 10-12, Đinh Tiên Hoàng, P. Bến Nghé, Quận 1, TP. HCM. - Email: giaoduc@hcmussh.edu.vn(mailto:giaoduc@hcmussh.edu.vn) . Điện thoại: 028.38293828 (Ext: 132). Trung tâm Bồi dưỡng nhà giáo và Phát triển kỹ năng sư phạm, Trường Đại học An Giang - Địa chỉ: Số 18 Ung Văn Khiêm, phường Đông Xuyên, Tp. Long Xuyên, tỉnh An Giang - Email: ctesd@agu.edu.vn. Điện thoại: 02966.256565 (Ext: 1560);",HCMUSSH,154,819,HCMUSSH-BCFA171A21,3,True,False,True,False
CTX-HCMUSSH-BCFA171A21-CH0004,38231,"Long Xuyên, tỉnh An Giang - Email: ctesd@agu.edu.vn. Điện thoại: 02966.256565 (Ext: 1560); Di động: Cô La Thị Kim Bách 0396.343.889 Tập tin đính kèm: Thông tư 12/2021/TT-BGDĐT(https://hcmussh.edu.vn/api/tt/storage/download/21537.pdf) Tin tức mới (https://hcmussh.edu.vn/news/item/38390) Chương trình Bồi dưỡng Nghiệp vụ giảng dạy cho giảng viên(https://hcmussh.edu.vn/news/item/38390) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=DECENT_WORK_AND_ECONOMIC_GROWTH) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=INDUSTRY_INNOVATION_AND_INFRASTRUCTURE) (https://hcmussh.edu.vn/news/item/38231) Khóa bồi dưỡng Nghiệp vụ sư phạm cho người có bằng cử nhân chuyên ngành phù hợp có nguyện vọng trở thành giáo viên THCS/THPT Môn Văn/Sử/Địa(https://hcmussh.edu.vn/news/item/38231) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=DECENT_WORK_AND_ECONOMIC_GROWTH) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=PEACE_JUSTICE_AND_STRONG_INSTITUTIONS) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=PARTNERSHIPS_FOR_THE_GOALS) (https://hcmussh.edu.vn/news/item/36384) Thông tư 21/2024/TT-BGDĐT về việc bãi bỏ một số văn bản quy phạm pháp luật trong lĩnh vực giáo dục(https://hcmussh.edu.vn/news/item/36384) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION) (https://hcmussh.edu.vn/news/item/37466) Chương trình Lớp Bồi dưỡng Phương pháp giảng dạy giá trị sống và kỹ năng sống(https://hcmussh.edu.vn/news/item/37466) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION) (https://hcmussh.edu.vn/news/item/31923) Chương trình bồi dưỡng Phương pháp giảng dạy STEAM tích hợp cho giáo viên(https://hcmussh.edu.vn/news/item/31923) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=INDUSTRY_INNOVATION_AND_INFRASTRUCTURE) (https://hcmussh.edu.vn/news/item/23338) Chương trình Bồi dưỡng theo tiêu chuẩn chức danh nghề nghiệp giảng viên đại học (theo QĐ số 1079/QĐ-BGDĐT)(https://hcmussh.edu.vn/news/item/23338) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=DECENT_WORK_AND_ECONOMIC_GROWTH) (https://hcmussh.edu.vn/news/item/3443) Chương trình Bồi dưỡng theo tiêu chuẩn chức danh nghề nghiệp giảng viên (Hạng I, Hạng II, Hạng III)(https://hcmussh.edu.vn/news/item/3443) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=DECENT_WORK_AND_ECONOMIC_GROWTH) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=INDUSTRY_INNOVATION_AND_INFRASTRUCTURE) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=PARTNERSHIPS_FOR_THE_GOALS) (https://hcmussh.edu.vn/news/item/3441) Chương trình Bồi dưỡng Nghiệp vụ sư phạm cho giảng viên trong cơ sở giáo dục đại học (theo thông tư 12/2013/TT-BGDĐT)(https://hcmussh.edu.vn/news/item/3441) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION) (https://hcmussh.edu.vn/news/item/4918) Chương trình Bồi dưỡng Lý luận đại học(https://hcmussh.edu.vn/news/item/4918) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION) Đăng nhập(https://hcmussh.edu.vn/news/item/38231#login) Email Mật khẩu được cấp ban đầu Đóng Đăng ký",HCMUSSH,227,3274,HCMUSSH-BCFA171A21,4,True,False,True,False
CTX-HCMUSSH-BDC7231EEF-CH0001,VBquydinh,"Quyết định số 1075/QĐ-XHNV-CTSV ngày 26/7/2023 về việc ban hành Quy chế công tác sinh viên tại Trường ĐH KHXH&NV, ĐHQG-HCM. xem tại đây(http://Quyết định số 1075/QĐ-XHNV-CTSV về việc ban hành Quy chế công tác sinh viên) Quyết định số 1098/QĐ-XHNV-QLĐT ngày 23/11/2023 về việc ban hành Quy định LKĐT với nước ngoài trình độ đại học, thạc sĩ, tiến sĩ tại Trường ĐH KHXH&NV, ĐHQG-HCM. xem tại đây(https://drive.google.com/file/d/121drtudh4s_XsmdEuIh9KknhDY2Lc1fg/view) Quyết định số 10/QĐ-XHNV-TTPC-SHTT ngày 23/01/2024 về việc ban hành Quy định trích dẫn và chống đạo văn tại Trường ĐH KHXH&NV, ĐHQG-HCM. xem tại đây(https://hcmussh.edu.vn/news/item/30010) Quyết định số 629/QĐ-XHNV-QLĐT ngày 16/5/2024 về việc ban hành Quy định về công tác khảo thí tại Trường ĐH KHXH&NV, ĐHQG-HCM. xem tại đây(https://drive.google.com/file/d/14kOleW69TKhjydskT_B6bdEJ56gFfNQw/view) Quyết định số 2222/QĐ-XHNV-TCCB ngày 07/12/2023 về việc ban hành Quy định ""Bộ quy tắc ứng xử Người nhân văn"" của Trường ĐH KHXH&NV, ĐHQG-HCM. xem tại đây(https://drive.google.com/file/d/1Peru8geGIDnGCbb3FmGwywH7eoJJ-8N0/view?usp=sharing) Sổ tay sinh viên. xem tại đây(https://hcmussh.edu.vn/ctsv/so-tay-sv) Quyết định số 10/QĐ-XHNV-TTPC-SHTT ngày 15/01/2025 về việc ban hành quy định về liên chính học thuật tại Trường ĐH KHXH&NV, ĐHQG-HCM.",HCMUSSH,177,1305,HCMUSSH-BDC7231EEF,1,True,False,True,False
CTX-HCMUSSH-BE2D6F7BB5-CH0001,amo-intro,"1. KỲ THI TOÁN QUỐC TẾ AMO LÀ GÌ? WHAT IS THE AMO? American Math Olympiad (AMO) là cuộc thi toán quốc tế dành cho học sinh tiểu học, trung học cơ sở và trung học phổ thông do Trung tâm Olympic toán quốc tế của Singapore (SIMCC) và Đại học Nam Illinois (SIU) phối hợp tổ chức. Thí sinh tham dự đến từ hơn 30 quốc gia gồm: Singapore, Azerbaijan, Bahrain, Brazil, Campuchia, Canada, Trung Quốc Hồng Kông, Trung Quốc Ma Cao, Trung Quốc, Ai Cập, Ghana, Ấn Độ, Indonesia, Iran, Nhật Bản, Malaysia, Maldives, Mông Cổ, Myanmar, Nepal, Nigeria, Oman, Pakistan, Philippines, Nga, Ả Rập Saudi, Sri Lanka, Đài Loan, Thổ Nhĩ Kỳ, United Amirates, Hoa Kỳ, Uzbekistan và Việt Nam. AMO nhằm thúc đẩy tầm quan trọng và sự hiểu biết sâu sắc hơn về toán học. AMO dành cho tất cả học sinh từ Lớp 2 đến Lớp 12 và khuôn khổ của nó dựa trên tiêu chuẩn Cốt lõi Chung của Hoa Kỳ. Một nhóm các nhà giáo dục giỏi nhất của Đại học Nam Illinois chịu trách nhiệm thiết kế các bài toán độc đáo để thử thách học sinh, đồng thời thúc đẩy niềm yêu thích toán học của các em. The American Math Olympiad (AMO) is a prestigious international math competition for elementary, middle, and high school students. It's organized by the Singapore International Math Contest Centre (SIMCC) and Southern Illinois University (SIU).",HCMUSSH,241,1294,HCMUSSH-BE2D6F7BB5,1,True,True,True,False
CTX-HCMUSSH-BE2D6F7BB5-CH0002,amo-intro,"It's organized by the Singapore International Math Contest Centre (SIMCC) and Southern Illinois University (SIU). Participants come from over 30 countries, including Singapore, Azerbaijan, Bahrain, Brazil, Cambodia, Canada, Hong Kong China, Macau China, China, Egypt, Ghana, India, Indonesia, Iran, Japan, Malaysia, Maldives, Mongolia, Myanmar, Nepal, Nigeria, Oman, Pakistan, Philippines, Russia, Saudi Arabia, Sri Lanka, Taiwan, Turkey, United Arab Emirates, United States, Uzbekistan, and Vietnam. AMO emphasizes the importance of math and promotes a deeper understanding of it. Open to all students from Grade 2 to 12, the competition follows the US Common Core Standards. A team of top educators from Southern Illinois University creates unique tests that challenge students and spark their interest in mathematics. 2. LỢI ÍCH KHI THAM GIA KỲ THI AMO BENEFITS WHEN PARTICIPATING IN THE AMO EXAM Khi tham gia sân chơi quốc tế này, thông qua các bài thi Toán bằng tiếng Anh thú vị, học sinh có dịp để: - Phát triển kiến thức Toán học & tiếng Anh - Xây dựng năng lực công dân toàn cầu - Rèn luyện các kỹ năng thế kỷ 21 - Phát triển kỹ năng giải quyết vấn đề - Phát triển tình yêu toán học, khoa học Từ năm 2021, Đại học Southern Illinois (SIU) của Mỹ tham gia cùng SIMCC tổ chức cuộc thi này và cung cấp nhiều học bổng đại học cho thí sinh đạt giải.",HCMUSSH,233,1356,HCMUSSH-BE2D6F7BB5,2,True,True,True,False
CTX-HCMUSSH-BE2D6F7BB5-CH0003,amo-intro,"When participating in the AMO exam, through interesting Math tests in English, students have the opportunity to: - Develop Math & English knowledge - Building global citizen capacity - Practice 21st century skills - Develop problem-solving skills - Develop a love of mathematics and science From 2021, Southern Illinois University (SIU) in the US will join SIMCC in organizing this competition and provide many university scholarships to winning candidates. 3. FIS ĐỒNG HÀNH CÙNG AMO FIS ACCOMPANIES WITH AMO Đặc biệt, năm 2024 SIMCC hân hạnh được đồng hành cùng Khoa Khoa học Liên ngành - Trường Đại học Khoa học Xã hội và Nhân văn - Đại học Quốc gia TP.HCM (FIS-USSH) để tổ chức kỳ thi AMO tại Việt Nam. FIS-USSH là đơn vị có chức năng tổ chức đào tạo, nghiên cứu khoa học liên ngành và phục vụ cộng đồng trong phạm vi lĩnh vực chuyên môn. Với đội ngũ dày dặn kinh nghiệm, sự kết hợp giữa SIMCC và FIS - USSH trong tổ chức kỳ thi AMO hứa hẹn sẽ tạo ra một sân chơi học thuật ngày càng chuyên nghiệp. Khoa khoa học liên ngành ( FIS ) được thành lập năm 2022, mang trong mình sứ mệnh: Xây dựng nền tảng giáo dục khai phóng và đào tạo nguồn nhân lực trình độ cao; nghiên cứu các giải pháp toàn diện cho những vấn đề của xã hội dựa trên tiếp cận liên ngành nhằm góp phần nâng cao vị thế của Trường Đại học Khoa học Xã hội và Nhân văn, ĐHQG-HCM.",HCMUSSH,261,1353,HCMUSSH-BE2D6F7BB5,3,True,True,True,False
CTX-HCMUSSH-BE2D6F7BB5-CH0004,amo-intro,"nghiên cứu các giải pháp toàn diện cho những vấn đề của xã hội dựa trên tiếp cận liên ngành nhằm góp phần nâng cao vị thế của Trường Đại học Khoa học Xã hội và Nhân văn, ĐHQG-HCM. FIS luôn hướng đến các giá trị cốt lõi: Hợp tác - Sáng tạo - Trách nhiệm . FIS hân hạnh được nhà trường giao thực hiện nhiều chương trình hợp tác quốc tế, trong đó có kỳ thi này. FIS nhận trách nhiệm phối hợp, đồng hành cùng với Trung tâm Olympic toán quốc tế của Singapore (SIMCC) tổ chức kỳ thi AMO chính vì chúng tôi nhận thấy rằng: Đây thực sự là một diễn đàn toán học quốc tế hữu ích, phù hợp cho các bạn học sinh ở các cấp học từ tiểu học, trung học cơ sở, trung học phổ thông ở Việt Nam. Việc phối hợp tổ chức kỳ thi AMO cũng là cách chúng tôi phát huy chức năng, nhiệm vụ được giao của mình, hiện thực hóa trách nhiệm phục vụ cộng đồng, cùng chung tay phát triển nền học thuật nói chung và toán học nói riêng. Phương châm của chúng tôi là “hợp tác để đạt những bước đột phá”, vì thế đồng hành cùng AMO cũng chính là đồng hành cùng phụ huynh và học sinh trên mọi miền đất nước để cùng nhau phát triển niềm đam mê toán học và các kỹ năng cần thiết khác trong kỷ nguyên toàn cầu hóa.",HCMUSSH,254,1322,HCMUSSH-BE2D6F7BB5,4,True,True,True,False
CTX-HCMUSSH-BE2D6F7BB5-CH0005,amo-intro,"In particular, in 2024, SIMCC is honored to accompany the Interdisciplinary Science Department - Faculty of Social Sciences and Humanities - Ho Chi Minh City National University (FIS-USSH) in organizing the AMO exam in Vietnam. FIS-USSH is a unit with the function of organizing interdisciplinary training, scientific research, and serving the community in the field of expertise. With a team of experienced professionals, the collaboration between SIMCC and FISUSSH in organizing the AMO exam promises to create an increasingly professional academic playground. The Faculty of Interdisciplinary Studies (FIS) was established in 2022 with the missions: Building a liberal education foundation for students across the University and training highly qualified human resources; Research comprehensive solutions to social problems based on interdisciplinary approaches to contribute to enhancing the position of the University of Social Sciences and Humanities, VNU-HCM. FIS always focuses on core values: Cooperation - Creativity - Responsibility. FIS is honored to be assigned by the Leader of HCM-USSH to implement many international cooperation programs, including this exam.",HCMUSSH,167,1175,HCMUSSH-BE2D6F7BB5,5,True,True,True,False
CTX-HCMUSSH-BE2D6F7BB5-CH0006,amo-intro,"FIS is honored to be assigned by the Leader of HCM-USSH to implement many international cooperation programs, including this exam. FIS takes responsibility for coordinating and accompanying the Singapore International Mathematical Olympiad Center (SIMCC) to organize the AMO exam because we realize that: This is genuinely a helpful international mathematics forum, suitable for students at all levels from elementary school, middle school, and high school in Vietnam. Coordinating in organizing the AMO exam is also a way for us to promote our assigned functions and tasks, realize our responsibility to serve the community, and join hands to develop academia in general and mathematics in particular. Our Slogan is "" Collaboration for Breakthroughs "", Therefore, accompanying AMO is also accompanying parents and students in all parts of the country to jointly develop a passion for mathematics and other necessary skills in the era of globalization. (VIDEO: FIS ĐỒNG HÀNH CÙNG AMO/FIS ACCOMPANIES WITH AMO) Đăng nhập(https://hcmussh.edu.vn/fis/amo-intro#login) Email Mật khẩu được cấp ban đầu Đóng Đăng ký",HCMUSSH,165,1111,HCMUSSH-BE2D6F7BB5,6,True,True,True,False
CTX-HCMUSSH-BF7B402011-CH0001,nha-truong-phong-tang-bang-tien-si-danh-du-cho-ong-Shin-Choong-Il,"Tôn vinh tình hữu nghị Việt – Hàn: GS Shin Choong Il được Trường ĐH KHXH&NV phong tặng Bằng Tiến sĩ danh dự (https://hcmussh.edu.vn/tin-tuc/nha-truong-phong-tang-bang-tien-si-danh-du-cho-ong-Shin-Choong-Il) (https://hcmussh.edu.vn/tin-tuc/nha-truong-phong-tang-bang-tien-si-danh-du-cho-ong-Shin-Choong-Il) (https://hcmussh.edu.vn/tin-tuc/nha-truong-phong-tang-bang-tien-si-danh-du-cho-ong-Shin-Choong-Il) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=QUALITY_EDUCATION&maDonVi=0) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=PEACE_JUSTICE_AND_STRONG_INSTITUTIONS&maDonVi=0) (https://hcmussh.edu.vn/news/sdg/17-sdg?maSdg=PARTNERSHIPS_FOR_THE_GOALS&maDonVi=0) Sáng ngày 09.10, Trường Đại học Khoa học Xã hội và Nhân văn, Đại học Quốc gia TP.HCM (ĐHQG-HCM) tổ chức Lễ phong tặng Bằng Tiến sĩ danh dự cho Ông Shin Choong Il, Nguyên Tổng Lãnh sự Hàn Quốc tại TP.HCM. Sự kiện nhằm ghi nhận những đóng góp to lớn của ông đối với sự nghiệp giáo dục, đào tạo và phát triển quan hệ hữu nghị Việt – Hàn. Tham dự buổi lễ có Ngài Kwon Dae Han, Quyền Tổng Lãnh sự Đại Hàn Dân Quốc tại Thành phố Hồ Chí Minh. Về phía Nhà trường có GS.TS Ngô Thị Phương Lan, Hiệu trưởng; TS. Phan Thanh Định, Phó Hiệu trưởng; đại diện lãnh đạo các đơn vị trực thuộc, cùng người thân, bạn bè, học trò và sinh viên trường tham dự.",HCMUSSH,165,1296,HCMUSSH-BF7B402011,1,True,True,True,False
CTX-HCMUSSH-BF7B402011-CH0002,nha-truong-phong-tang-bang-tien-si-danh-du-cho-ong-Shin-Choong-Il,"TS. Phan Thanh Định, Phó Hiệu trưởng; đại diện lãnh đạo các đơn vị trực thuộc, cùng người thân, bạn bè, học trò và sinh viên trường tham dự. GS.TS Ngô Thị Phương Lan trao Bằng Tiến sĩ danh dự cho Ông Shin Choong Il - Ảnh: LÝ NGUYÊN Phát biểu tại buổi lễ, GS.TS Ngô Thị Phương Lan, Hiệu trưởng Nhà trường, chia sẻ, Bằng Tiến sĩ danh dự trao tặng cho Ông Shin Choong Il là bằng tiến sĩ danh dự đầu tiên do Nhà trường phong tặng. Đây vừa là bước ngoặt đánh dấu một cột mốc quan trọng trong lịch sử phát triển của Trường, tri ân và ghi nhận những đóng góp xuất sắc của ông trong nhiệm kỳ công tác, đặc biệt trong việc thúc đẩy hợp tác giữa ĐHQG-HCM và các trường đại học Hàn Quốc, góp phần thắt chặt mối quan hệ hợp tác giáo dục và văn hóa giữa hai quốc gia. GS.TS Ngô Thị Phương Lan phát biểu tại buổi lễ - Ảnh: LÝ NGUYÊN Chia sẻ tại buổi lễ, Ông Shin Choong Il bày tỏ niềm xúc động và vinh dự khi được nhận Bằng Tiến sĩ danh dự đầu tiên của Trường ĐH KHXH&NV, ĐHQG-HCM – ngôi trường mà ông từng theo học tiếng Việt cách đây 16 năm. Ông cho biết, danh hiệu cao quý này không chỉ dành cho cá nhân mình mà còn là sự ghi nhận đối với những nỗ lực của các nguyên Tổng Lãnh sự và cán bộ ngoại giao Hàn Quốc trong việc vun đắp mối quan hệ hữu nghị Việt – Hàn suốt hơn ba thập kỷ qua, kể từ khi hai nước thiết lập quan hệ ngoại giao năm 1992.",HCMUSSH,291,1332,HCMUSSH-BF7B402011,2,True,True,True,False
CTX-HCMUSSH-BF7B402011-CH0003,nha-truong-phong-tang-bang-tien-si-danh-du-cho-ong-Shin-Choong-Il,"Nhấn mạnh vai trò của thế hệ trẻ trong việc tiếp nối truyền thống hợp tác giữa hai quốc gia, Nguyên Tổng Lãnh sự Hàn Quốc tại TP.HCM khẳng định: “Quan hệ Việt – Hàn là kết quả của quá trình hợp tác và cống hiến bền bỉ qua nhiều thế hệ; tương lai của mối quan hệ ấy phụ thuộc rất nhiều vào sự giao lưu, thấu hiểu và hợp tác của sinh viên hai nước hôm nay.” Ông Shin Choong Il bày tỏ niềm xúc động và vinh dự khi được nhận Bằng Tiến sĩ danh dự đầu tiên của Trường ĐH KHXH&NV, ĐHQG-HCM - Ảnh: LÝ NGUYÊN Ngài Kwon Dae Han, Quyền Tổng Lãnh sự Hàn Quốc tại TP.HCM, cũng gửi lời chúc mừng chân thành đến Ông Shin Choong Il – người đã có nhiều đóng góp quan trọng trong việc thúc đẩy quan hệ hữu nghị và hợp tác Việt Nam – Hàn Quốc trên các lĩnh vực giáo dục, văn hóa và giao lưu nhân dân. Việc Trường ĐH KHXH&NV, ĐHQG-HCM trao tặng danh hiệu Tiến sĩ danh dự, theo ông, là sự ghi nhận xứng đáng cho những nỗ lực bền bỉ và tâm huyết của một nhà ngoại giao giàu tình cảm với Việt Nam. Ông Kwon Dae Han tin tưởng rằng, với nền tảng hợp tác vững chắc được gây dựng qua nhiều thế hệ, mối quan hệ Việt – Hàn sẽ ngày càng phát triển sâu rộng. Đồng thời ông cũng gửi lời cảm ơn đến GS.TS Ngô Thị Phương Lan cùng tập thể Nhà trường vì đã tổ chức buổi lễ trang trọng, ý nghĩa và đậm tình hữu nghị này.",HCMUSSH,282,1283,HCMUSSH-BF7B402011,3,True,True,True,False
CTX-HCMUSSH-BF7B402011-CH0004,nha-truong-phong-tang-bang-tien-si-danh-du-cho-ong-Shin-Choong-Il,"Đồng thời ông cũng gửi lời cảm ơn đến GS.TS Ngô Thị Phương Lan cùng tập thể Nhà trường vì đã tổ chức buổi lễ trang trọng, ý nghĩa và đậm tình hữu nghị này. Ông Kwon Dae Han tin tưởng rằng, với nền tảng hợp tác vững chắc được gây dựng qua nhiều thế hệ, mối quan hệ Việt – Hàn sẽ ngày càng phát triển sâu rộng - Ảnh: LÝ NGUYÊN Sau phần nghi thức, đại diện các đơn vị, tập thể và cá nhân, bạn bè, học trò đã trao tặng những bó hoa tươi thắm thay cho lời chúc mừng đến Ông Shin Choong Il - Ảnh: LÝ NGUYÊN Ông Shin Chong Il chụp hình lưu niệm với các bạn sinh viên Trường ĐH KHXH&NV, ĐHQG-HCM -. Ảnh: LÝ NGUYÊN Trên cương vị Tổng Lãnh sự Hàn Quốc tại TP.HCM trong nhiệm kỳ công tác của mình, Ngài Shin Choong Il đã có nhiều sáng kiến kết nối và hỗ trợ ĐHQG-HCM trong định hướng phát triển ngành công nghiệp bán dẫn, lĩnh vực được xem là trọng điểm chiến lược của Việt Nam. Đối với Trường ĐH KHXH&NV, Ngài Shin Choong Il là người bạn thân thiết và đồng hành lâu dài trong các hoạt động phát triển ngành Hàn Quốc học tại Việt Nam và ngành Việt Nam học tại Hàn Quốc, cũng như trong các chương trình giao lưu học thuật, văn hóa và ngôn ngữ giữa hai quốc gia. Trước đó, ngày 04.03.2025 Nhà Trường cũng đã trao danh hiệu Cựu học viên tiêu biểu cho ông Shin Choong Il nhằm ghi nhận những đóng góp của ông trong việc thúc đẩy quan hệ hợp tác giáo dục và giao lưu văn hóa giữa Việt Nam và Hàn Quốc.",HCMUSSH,297,1384,HCMUSSH-BF7B402011,4,True,True,True,False
